CAN Message, 0x62:0e66973eace33dfa,Timestamp,Amplitude
,,1739209738.377473,-35.57807855764607
,,1739209738.3774786,-38.13080360867914
,,1739209738.377484,-38.13080360867914
,,1739209738.3774896,-33.981070128970906
,,1739209738.377495,-45.120503652039325
,,1739209738.3775003,-45.120503652039325
,,1739209738.3775065,-38.13080360867914
,,1739209738.3775115,-45.120503652039325
,,1739209738.3775172,-38.13080360867914
,,1739209738.3775227,-38.13080360867914
,,1739209738.3775282,-45.120503652039325
,,1739209738.3775337,-45.120503652039325
,,1739209738.3775392,-31.141103565318915
,,1739209738.3775446,-38.13080360867914
,,1739209738.3775504,-45.120503652039325
,,1739209738.3775558,-32.816014438256545
,,1739209738.377561,-35.57807855764607
,,1739209738.3775668,-45.120503652039325
,,1739209738.3775723,-33.981070128970906
,,1739209738.3775778,-45.120503652039325
,,1739209738.3775833,-45.120503652039325
,,1739209738.377589,-22.84163660590256
,,1739209738.3775945,-30.49652367304973
,,1739209738.3776,-45.120503652039325
,,1739209738.3776054,-38.13080360867914
,,1739209738.377611,-45.120503652039325
,,1739209738.3776164,-45.120503652039325
,,1739209738.377622,-32.816014438256545
,,1739209738.3776274,-33.981070128970906
,,1739209738.377633,-45.120503652039325
,,1739209738.3776386,-38.13080360867914
,,1739209738.377644,-45.120503652039325
,,1739209738.3776495,-45.120503652039325
,,1739209738.377655,-38.13080360867914
,,1739209738.3776605,-45.120503652039325
,,1739209738.377666,-45.120503652039325
,,1739209738.3776717,-38.13080360867914
,,1739209738.3776772,-32.816014438256545
,,1739209738.3776827,-45.120503652039325
,,1739209738.3776882,-29.438486411369333
,,1739209738.3776937,-27.8777449560314
,,1739209738.3776991,-45.120503652039325
,,1739209738.3777046,-45.120503652039325
,,1739209738.37771,-33.981070128970906
,,1739209738.3777156,-38.13080360867914
,,1739209738.3777213,-24.589719217205094
,,1739209738.3777268,-45.120503652039325
,,1739209738.3777325,-45.120503652039325
