CAN Message, 0x24:03d74a7cd614cedf,Timestamp,Amplitude
,,1739209910.1766996,-45.120503652039325
,,1739209910.1767044,-45.120503652039325
,,1739209910.1767092,-32.816014438256545
,,1739209910.176714,-38.13080360867914
,,1739209910.176719,-45.120503652039325
,,1739209910.1767237,-32.81601443825658
,,1739209910.1767285,-33.981070128970906
,,1739209910.1767335,-33.981070128970906
,,1739209910.1767385,-45.120503652039325
,,1739209910.176743,-45.120503652039325
,,1739209910.1767478,-45.120503652039325
,,1739209910.1767528,-38.13080360867914
,,1739209910.1767576,-45.120503652039325
,,1739209910.1767623,-33.981070128970906
,,1739209910.176767,-33.981070128970906
,,1739209910.176772,-38.13080360867914
,,1739209910.176777,-45.120503652039325
,,1739209910.1767817,-45.120503652039325
,,1739209910.176787,-45.120503652039325
,,1739209910.1767914,-38.13080360867914
,,1739209910.1767962,-38.13080360867914
,,1739209910.176801,-32.816014438256545
,,1739209910.176806,-31.141103565318915
,,1739209910.1768107,-33.981070128970906
,,1739209910.1768155,-45.120503652039325
,,1739209910.1768205,-45.120503652039325
,,1739209910.1768253,-38.13080360867914
,,1739209910.17683,-33.981070128970906
,,1739209910.1768348,-45.120503652039325
,,1739209910.1768398,-38.13080360867914
,,1739209910.1768446,-33.981070128970906
,,1739209910.1768494,-38.13080360867914
,,1739209910.176854,-45.120503652039325
,,1739209910.1768591,-38.13080360867914
,,1739209910.176864,-35.57807855764607
,,1739209910.176869,-38.13080360867914
,,1739209910.1768737,-45.120503652039325
,,1739209910.1768785,-45.120503652039325
,,1739209910.1768832,-38.13080360867914
,,1739209910.176888,-33.981070128970906
,,1739209910.176893,-45.120503652039325
,,1739209910.1768978,-45.120503652039325
,,1739209910.1769023,-35.57807855764607
,,1739209910.1769075,-38.13080360867914
,,1739209910.1769123,-38.13080360867914
,,1739209910.176917,-38.13080360867914
,,1739209910.1769218,-38.13080360867914
,,1739209910.1769269,-35.57807855764607
,,1739209910.1769316,-35.57807855764607
,,1739209910.1769364,-25.62660358559016
,,1739209910.1769412,-13.643740409628302
,,1739209910.1769462,-28.992665084841946
,,1739209910.176951,-45.120503652039325
,,1739209910.1769557,-45.120503652039325
,,1739209910.1769607,-38.13080360867914
,,1739209910.1769657,-38.13080360867914
,,1739209910.1769702,-45.120503652039325
,,1739209910.176975,-45.120503652039325
,,1739209910.17698,-32.816014438256545
,,1739209910.1769848,-38.13080360867914
,,1739209910.1769896,-38.13080360867914
,,1739209910.1769946,-38.13080360867914
,,1739209910.176999,-33.981070128970906
,,1739209910.177004,-45.120503652039325
,,1739209910.1770089,-45.120503652039325
,,1739209910.177014,-45.120503652039325
,,1739209910.1770186,-33.98107012897096
,,1739209910.1770234,-38.13080360867914
,,1739209910.1770282,-45.120503652039325
,,1739209910.1770332,-38.13080360867914
,,1739209910.177038,-38.13080360867914
,,1739209910.1770427,-45.120503652039325
,,1739209910.1770475,-45.120503652039325
,,1739209910.1770525,-38.13080360867914
,,1739209910.1770573,-35.57807855764607
,,1739209910.177062,-33.981070128970906
,,1739209910.177067,-38.13080360867914
,,1739209910.1770718,-45.120503652039325
,,1739209910.1770766,-23.50682362968953
,,1739209910.1770816,-30.49652367304973
,,1739209910.1770864,-45.120503652039325
,,1739209910.1770911,-38.13080360867914
,,1739209910.177096,-30.49652367304973
,,1739209910.177101,-45.120503652039325
,,1739209910.1771057,-38.13080360867914
,,1739209910.1771104,-38.13080360867914
,,1739209910.1771152,-38.13080360867914
,,1739209910.1771202,-45.120503652039325
,,1739209910.177125,-45.120503652039325
,,1739209910.1771295,-38.13080360867914
,,1739209910.1771348,-33.98107012897096
,,1739209910.1771395,-45.120503652039325
,,1739209910.1771443,-38.13080360867914
,,1739209910.177149,-32.816014438256545
,,1739209910.177154,-31.141103565318943
,,1739209910.1771588,-45.120503652039325
,,1739209910.1771636,-38.13080360867914
,,1739209910.1771686,-45.120503652039325
,,1739209910.1771734,-45.120503652039325
,,1739209910.177178,-38.13080360867914
,,1739209910.177183,-38.13080360867914
,,1739209910.177188,-33.981070128970906
,,1739209910.1771927,-45.120503652039325
,,1739209910.1771977,-45.120503652039325
,,1739209910.1772022,-32.816014438256545
,,1739209910.1772072,-38.13080360867914
,,1739209910.177212,-31.141103565318915
,,1739209910.1772168,-18.636903542229977
,,1739209910.1772218,-18.087589870852675
,,1739209910.1772263,-31.141103565318915
,,1739209910.1772313,-26.487275050834715
,,1739209910.177236,-29.438486411369333
