CAN Message, 0x24:0d7006dadf577355,Timestamp,Amplitude
,,1739209719.5074022,-38.13080360867914
,,1739209719.5074048,-35.57807855764607
,,1739209719.5074077,-38.13080360867914
,,1739209719.5074103,-45.120503652039325
,,1739209719.5074131,-38.13080360867914
,,1739209719.5074158,-45.120503652039325
,,1739209719.5074184,-45.120503652039325
,,1739209719.5074213,-38.13080360867914
,,1739209719.507424,-45.120503652039325
,,1739209719.5074267,-45.120503652039325
,,1739209719.5074294,-38.13080360867914
,,1739209719.5074322,-35.57807855764607
,,1739209719.5074348,-45.120503652039325
,,1739209719.5074377,-45.120503652039325
,,1739209719.5074403,-30.49652367304973
,,1739209719.5074432,-38.13080360867914
,,1739209719.5074458,-45.120503652039325
,,1739209719.507449,-45.120503652039325
,,1739209719.5074513,-45.120503652039325
,,1739209719.5074542,-45.120503652039325
,,1739209719.5074568,-45.120503652039325
,,1739209719.5074596,-38.13080360867914
,,1739209719.5074625,-28.992665084841946
,,1739209719.5074651,-35.57807855764607
,,1739209719.5074675,-45.120503652039325
,,1739209719.5074706,-45.120503652039325
,,1739209719.5074732,-32.816014438256545
,,1739209719.507476,-38.13080360867914
,,1739209719.5074787,-38.13080360867914
,,1739209719.5074816,-38.13080360867914
,,1739209719.5074842,-38.13080360867914
,,1739209719.507487,-38.13080360867914
,,1739209719.5074897,-45.120503652039325
,,1739209719.5074923,-45.120503652039325
,,1739209719.5074952,-38.13080360867914
,,1739209719.5074978,-45.120503652039325
,,1739209719.5075006,-45.120503652039325
,,1739209719.5075033,-45.120503652039325
,,1739209719.507506,-45.120503652039325
,,1739209719.5075088,-38.13080360867914
,,1739209719.5075116,-38.13080360867914
,,1739209719.5075142,-38.13080360867914
,,1739209719.507517,-38.13080360867914
,,1739209719.5075195,-45.120503652039325
,,1739209719.5075226,-45.120503652039325
,,1739209719.5075252,-45.120503652039325
,,1739209719.507528,-38.13080360867914
,,1739209719.5075307,-31.141103565318915
,,1739209719.5075336,-45.120503652039325
,,1739209719.5075362,-27.267205301931607
,,1739209719.507539,-9.055615147612812
,,1739209719.5075417,-29.438486411369347
,,1739209719.5075445,-33.981070128970906
,,1739209719.5075471,-33.981070128970906
,,1739209719.50755,-31.141103565318915
,,1739209719.5075526,-38.13080360867914
,,1739209719.5075555,-45.120503652039325
,,1739209719.507558,-33.981070128970906
,,1739209719.507561,-45.120503652039325
,,1739209719.5075636,-38.13080360867914
,,1739209719.5075665,-38.13080360867914
,,1739209719.507569,-45.120503652039325
,,1739209719.507572,-45.120503652039325
,,1739209719.5075746,-45.120503652039325
,,1739209719.5075772,-38.13080360867914
,,1739209719.50758,-38.13080360867914
,,1739209719.507583,-33.981070128970906
,,1739209719.5075855,-33.981070128970906
,,1739209719.507588,-33.981070128970906
,,1739209719.507591,-45.120503652039325
,,1739209719.5075936,-35.57807855764607
,,1739209719.5075965,-32.816014438256545
,,1739209719.507599,-33.981070128970906
,,1739209719.507602,-45.120503652039325
,,1739209719.5076046,-26.487275050834715
,,1739209719.5076077,-30.49652367304973
,,1739209719.50761,-45.120503652039325
,,1739209719.507613,-38.13080360867914
,,1739209719.5076156,-38.13080360867914
,,1739209719.5076184,-25.077289914212862
,,1739209719.507621,-38.13080360867914
,,1739209719.507624,-38.13080360867914
,,1739209719.5076263,-38.13080360867914
,,1739209719.5076294,-38.13080360867914
,,1739209719.507632,-45.120503652039325
,,1739209719.5076349,-35.57807855764607
,,1739209719.5076375,-38.13080360867914
,,1739209719.5076404,-25.82631439489636
,,1739209719.507643,-38.13080360867914
,,1739209719.5076458,-35.57807855764607
,,1739209719.5076485,-38.13080360867914
,,1739209719.507651,-38.13080360867914
,,1739209719.507654,-38.13080360867914
,,1739209719.5076566,-35.57807855764607
,,1739209719.5076594,-38.13080360867914
,,1739209719.507662,-30.49652367304973
,,1739209719.507665,-38.13080360867914
,,1739209719.5076675,-45.120503652039325
,,1739209719.5076704,-45.120503652039325
,,1739209719.507673,-33.98107012897096
,,1739209719.507676,-38.13080360867914
