CAN Message, 0x62:05470a5f1024c37a,Timestamp,Amplitude
,,1739209804.6869426,-28.992665084841946
,,1739209804.6869488,-38.13080360867914
,,1739209804.6869547,-38.13080360867914
,,1739209804.686961,-38.13080360867914
,,1739209804.686967,-26.99137008561072
,,1739209804.686973,-30.49652367304973
,,1739209804.686979,-38.13080360867914
,,1739209804.6869853,-45.120503652039325
,,1739209804.6869912,-27.267205301931607
,,1739209804.6869974,-28.21854285175415
,,1739209804.6870036,-27.267205301931607
,,1739209804.6870096,-25.826314394896357
,,1739209804.6870158,-28.58837851428589
,,1739209804.6870215,-31.141103565318915
,,1739209804.687028,-45.120503652039325
,,1739209804.687034,-33.981070128970906
,,1739209804.68704,-33.981070128970906
,,1739209804.687046,-28.992665084841946
,,1739209804.6870522,-38.13080360867914
,,1739209804.6870584,-38.13080360867914
,,1739209804.6870644,-29.438486411369333
,,1739209804.6870706,-23.506823629689546
,,1739209804.6870766,-31.141103565318915
,,1739209804.6870828,-27.267205301931607
,,1739209804.6870887,-33.981070128970906
,,1739209804.687095,-28.992665084841967
,,1739209804.687101,-32.816014438256545
,,1739209804.687107,-45.120503652039325
,,1739209804.6871133,-33.981070128970906
,,1739209804.6871192,-32.816014438256545
,,1739209804.6871254,-31.141103565318893
,,1739209804.6871314,-33.981070128970906
,,1739209804.6871376,-38.13080360867914
,,1739209804.6871436,-27.87774495603141
,,1739209804.6871498,-29.438486411369333
,,1739209804.6871555,-32.816014438256545
,,1739209804.687162,-26.99137008561072
,,1739209804.687168,-33.981070128970906
,,1739209804.687174,-28.58837851428586
,,1739209804.6871805,-22.84163660590256
,,1739209804.6871862,-32.816014438256545
,,1739209804.6871924,-45.120503652039325
,,1739209804.6871984,-33.98107012897096
,,1739209804.6872046,-27.267205301931607
,,1739209804.6872106,-28.992665084841946
,,1739209804.6872168,-38.13080360867914
,,1739209804.687223,-32.81601443825658
,,1739209804.687229,-38.13080360867914
,,1739209804.687235,-28.992665084841946
,,1739209804.687241,-26.99137008561072
,,1739209804.6872473,-9.098818138249316
,,1739209804.6872532,-23.75329798047523
,,1739209804.6872594,-38.13080360867914
,,1739209804.6872654,-32.81601443825658
,,1739209804.6872716,-28.992665084841946
,,1739209804.6872778,-33.981070128970906
,,1739209804.6872838,-45.120503652039325
,,1739209804.68729,-31.141103565318915
,,1739209804.687296,-28.992665084841946
,,1739209804.687302,-45.120503652039325
,,1739209804.687308,-31.141103565318915
,,1739209804.6873145,-25.82631439489636
,,1739209804.6873202,-28.992665084841967
,,1739209804.6873264,-28.58837851428586
,,1739209804.6873326,-22.002965041481755
,,1739209804.6873386,-45.120503652039325
,,1739209804.6873448,-38.13080360867914
,,1739209804.6873507,-33.981070128970906
,,1739209804.687357,-25.62660358559016
,,1739209804.687363,-30.49652367304973
,,1739209804.687369,-38.13080360867914
,,1739209804.687375,-26.487275050834715
,,1739209804.6873813,-23.273589343863318
,,1739209804.6873877,-35.57807855764607
,,1739209804.6873934,-18.192034459266992
,,1739209804.6873996,-26.99137008561072
,,1739209804.6874056,-27.87774495603141
,,1739209804.6874118,-30.49652367304973
,,1739209804.6874175,-25.82631439489636
,,1739209804.687424,-12.116723003332266
,,1739209804.68743,-31.141103565318943
,,1739209804.687436,-38.13080360867914
,,1739209804.6874423,-35.57807855764607
,,1739209804.6874485,-30.49652367304973
,,1739209804.6874545,-45.120503652039325
,,1739209804.6874604,-33.981070128970906
,,1739209804.6874666,-45.120503652039325
,,1739209804.6874726,-32.816014438256545
,,1739209804.6874788,-38.13080360867914
,,1739209804.6874847,-29.438486411369357
,,1739209804.687491,-31.141103565318915
,,1739209804.6874971,-27.87774495603141
,,1739209804.687503,-28.992665084841946
,,1739209804.6875093,-45.120503652039325
,,1739209804.6875153,-38.13080360867914
,,1739209804.6875217,-33.98107012897096
,,1739209804.6875274,-28.992665084841946
,,1739209804.6875336,-27.267205301931607
,,1739209804.6875396,-31.141103565318943
,,1739209804.6875458,-29.438486411369347
,,1739209804.687552,-32.816014438256545
,,1739209804.687558,-32.816014438256545
,,1739209804.687564,-22.74004262075133
,,1739209804.68757,-20.001670042250552
,,1739209804.6875763,-25.62660358559016
,,1739209804.6875825,-31.141103565318943
,,1739209804.6875885,-23.38864096791655
,,1739209804.6875944,-15.013264998121564
,,1739209804.6876006,-11.647203498869786
,,1739209804.6876068,-22.002965041481744
,,1739209804.6876128,-23.506823629689546
,,1739209804.687619,-30.49652367304976
,,1739209804.687625,-33.981070128970906
,,1739209804.6876311,-45.120503652039325
,,1739209804.687637,-45.120503652039325
,,1739209804.6876433,-28.58837851428586
,,1739209804.6876493,-38.13080360867914
,,1739209804.6876554,-25.82631439489636
,,1739209804.6876616,-38.13080360867914
,,1739209804.6876676,-24.438645034577675
,,1739209804.6876738,-32.81601443825658
,,1739209804.6876798,-24.589719217205094
,,1739209804.687686,-27.267205301931607
,,1739209804.687692,-33.98107012897096
,,1739209804.687698,-31.141103565318915
