CAN Message, 0x62:0a667bcbeb75d329,Timestamp,Amplitude
,,1739209665.9692688,-38.13080360867914
,,1739209665.9692714,-38.13080360867914
,,1739209665.9692743,-38.13080360867914
,,1739209665.969277,-45.120503652039325
,,1739209665.9692795,-45.120503652039325
,,1739209665.9692824,-38.13080360867914
,,1739209665.969285,-35.57807855764607
,,1739209665.969288,-45.120503652039325
,,1739209665.9692905,-38.13080360867914
,,1739209665.969293,-33.981070128970906
,,1739209665.969296,-33.981070128970906
,,1739209665.9692986,-38.13080360867914
,,1739209665.9693017,-45.120503652039325
,,1739209665.969304,-38.13080360867914
,,1739209665.9693067,-38.13080360867914
,,1739209665.9693096,-45.120503652039325
,,1739209665.9693122,-45.120503652039325
,,1739209665.969315,-45.120503652039325
,,1739209665.9693177,-38.13080360867914
,,1739209665.9693203,-38.13080360867914
,,1739209665.9693232,-45.120503652039325
,,1739209665.9693258,-45.120503652039325
,,1739209665.9693286,-35.57807855764607
,,1739209665.9693313,-35.57807855764607
,,1739209665.969334,-38.13080360867914
,,1739209665.9693367,-38.13080360867914
,,1739209665.9693394,-31.141103565318915
,,1739209665.9693422,-38.13080360867914
,,1739209665.9693449,-45.120503652039325
,,1739209665.9693477,-38.13080360867914
,,1739209665.9693503,-38.13080360867914
,,1739209665.969353,-38.13080360867914
,,1739209665.9693558,-38.13080360867914
,,1739209665.9693584,-38.13080360867914
,,1739209665.969361,-31.141103565318915
,,1739209665.969364,-35.57807855764607
,,1739209665.9693666,-45.120503652039325
,,1739209665.9693694,-38.13080360867914
,,1739209665.969372,-38.13080360867914
,,1739209665.969375,-38.13080360867914
,,1739209665.9693775,-38.13080360867914
,,1739209665.96938,-33.981070128970906
,,1739209665.969383,-31.141103565318915
,,1739209665.9693856,-45.120503652039325
,,1739209665.9693882,-38.13080360867914
,,1739209665.969391,-38.13080360867914
,,1739209665.9693935,-38.13080360867914
,,1739209665.9693966,-33.981070128970906
,,1739209665.9693992,-31.14110356531892
,,1739209665.9694018,-20.001670042250552
,,1739209665.9694047,-11.202334415906805
,,1739209665.969407,-30.49652367304973
,,1739209665.9694102,-38.13080360867914
,,1739209665.9694128,-45.120503652039325
,,1739209665.9694154,-38.13080360867914
,,1739209665.9694183,-45.120503652039325
,,1739209665.969421,-38.13080360867914
,,1739209665.9694238,-38.13080360867914
,,1739209665.9694264,-38.13080360867914
,,1739209665.969429,-38.13080360867914
,,1739209665.969432,-33.981070128970906
,,1739209665.9694345,-33.981070128970906
,,1739209665.9694374,-38.13080360867914
,,1739209665.96944,-35.57807855764607
,,1739209665.9694426,-45.120503652039325
,,1739209665.9694457,-38.13080360867914
,,1739209665.969448,-31.141103565318915
,,1739209665.969451,-38.13080360867914
,,1739209665.9694536,-45.120503652039325
,,1739209665.9694562,-35.57807855764607
,,1739209665.969459,-45.120503652039325
,,1739209665.9694617,-45.120503652039325
,,1739209665.9694643,-27.267205301931607
,,1739209665.9694672,-22.17584139042336
,,1739209665.9694698,-20.51152522447381
,,1739209665.9694726,-28.992665084841946
,,1739209665.9694753,-45.120503652039325
,,1739209665.969478,-22.74004262075133
,,1739209665.9694808,-14.502210579092305
,,1739209665.9694834,-11.65501806655455
,,1739209665.9694862,-22.84163660590255
,,1739209665.9694889,-45.120503652039325
,,1739209665.9694915,-32.816014438256545
,,1739209665.9694943,-32.816014438256545
,,1739209665.969497,-45.120503652039325
,,1739209665.9694998,-45.120503652039325
,,1739209665.9695024,-29.438486411369333
,,1739209665.9695053,-35.57807855764607
,,1739209665.969508,-38.13080360867914
