CAN Message, 0x24:0d1e644f396486dd,Timestamp,Amplitude
,,1739209676.6875515,-33.981070128970906
,,1739209676.6875591,-35.57807855764607
,,1739209676.6875665,-38.13080360867914
,,1739209676.6875737,-45.120503652039325
,,1739209676.6875808,-38.13080360867914
,,1739209676.6875882,-32.816014438256545
,,1739209676.6875954,-45.120503652039325
,,1739209676.6876028,-45.120503652039325
,,1739209676.68761,-38.13080360867914
,,1739209676.6876173,-33.981070128970906
,,1739209676.6876245,-38.13080360867914
,,1739209676.6876318,-45.120503652039325
,,1739209676.687639,-35.57807855764607
,,1739209676.6876464,-35.57807855764607
,,1739209676.6876535,-35.57807855764607
,,1739209676.687661,-38.13080360867914
,,1739209676.687668,-38.13080360867914
,,1739209676.6876757,-38.13080360867914
,,1739209676.6876826,-38.13080360867914
,,1739209676.68769,-45.120503652039325
,,1739209676.6876972,-45.120503652039325
,,1739209676.6877046,-33.981070128970906
,,1739209676.6877117,-29.438486411369333
,,1739209676.687719,-33.981070128970906
,,1739209676.6877265,-45.120503652039325
,,1739209676.6877337,-38.13080360867914
,,1739209676.6877408,-45.120503652039325
,,1739209676.6877482,-45.120503652039325
,,1739209676.687755,-45.120503652039325
,,1739209676.6877627,-33.981070128970906
,,1739209676.68777,-35.57807855764607
,,1739209676.6877773,-38.13080360867914
,,1739209676.6877844,-45.120503652039325
,,1739209676.6877918,-33.981070128970906
,,1739209676.687799,-33.981070128970906
,,1739209676.6878064,-35.57807855764607
,,1739209676.6878135,-45.120503652039325
,,1739209676.687821,-45.120503652039325
,,1739209676.687828,-26.487275050834715
,,1739209676.6878357,-26.0356534632528
,,1739209676.6878426,-45.120503652039325
,,1739209676.68785,-45.120503652039325
,,1739209676.6878572,-32.816014438256545
,,1739209676.6878643,-38.13080360867914
,,1739209676.687872,-38.13080360867914
,,1739209676.687879,-33.981070128970906
,,1739209676.6878865,-45.120503652039325
,,1739209676.6878936,-45.120503652039325
,,1739209676.687901,-32.816014438256545
,,1739209676.6879082,-38.13080360867914
,,1739209676.6879156,-17.389956718396665
,,1739209676.6879227,-16.663323472372703
,,1739209676.68793,-33.98107012897096
,,1739209676.6879373,-26.991370085610736
,,1739209676.687945,-38.13080360867914
,,1739209676.6879518,-26.991370085610768
,,1739209676.6879592,-32.816014438256545
,,1739209676.6879663,-45.120503652039325
,,1739209676.6879735,-45.120503652039325
,,1739209676.687981,-38.13080360867914
,,1739209676.6879883,-38.13080360867914
,,1739209676.6879954,-38.13080360867914
,,1739209676.6880028,-45.120503652039325
,,1739209676.68801,-38.13080360867914
,,1739209676.6880174,-35.57807855764607
,,1739209676.6880243,-38.13080360867914
,,1739209676.688032,-45.120503652039325
,,1739209676.688039,-32.81601443825658
,,1739209676.6880465,-38.13080360867914
,,1739209676.6880536,-45.120503652039325
,,1739209676.688061,-32.816014438256545
,,1739209676.6880682,-28.21854285175415
,,1739209676.6880755,-45.120503652039325
,,1739209676.6880827,-38.13080360867914
,,1739209676.68809,-38.13080360867914
,,1739209676.6880972,-38.13080360867914
,,1739209676.6881046,-33.981070128970906
,,1739209676.6881118,-45.120503652039325
,,1739209676.6881192,-45.120503652039325
,,1739209676.6881263,-28.58837851428586
,,1739209676.6881337,-38.13080360867914
,,1739209676.6881409,-45.120503652039325
,,1739209676.6881485,-38.13080360867914
,,1739209676.6881554,-26.487275050834715
,,1739209676.6881628,-45.120503652039325
,,1739209676.68817,-45.120503652039325
,,1739209676.688177,-45.120503652039325
,,1739209676.6881845,-33.981070128970906
,,1739209676.688192,-45.120503652039325
,,1739209676.688199,-28.218542851754187
,,1739209676.6882064,-38.13080360867914
,,1739209676.6882136,-28.992665084841946
,,1739209676.688221,-35.57807855764607
,,1739209676.688228,-38.13080360867914
,,1739209676.6882355,-38.13080360867914
,,1739209676.688243,-45.120503652039325
,,1739209676.68825,-29.438486411369333
,,1739209676.6882572,-28.992665084841967
,,1739209676.6882646,-12.507874964114354
,,1739209676.6882718,-11.056805297346614
,,1739209676.6882792,-27.267205301931607
,,1739209676.6882863,-32.816014438256545
,,1739209676.6882937,-33.981070128970906
,,1739209676.6883008,-28.58837851428589
,,1739209676.6883082,-32.81601443825658
,,1739209676.6883154,-45.120503652039325
,,1739209676.6883228,-45.120503652039325
,,1739209676.68833,-45.120503652039325
,,1739209676.688337,-45.120503652039325
,,1739209676.6883445,-45.120503652039325
,,1739209676.688352,-38.13080360867914
,,1739209676.688359,-35.57807855764607
,,1739209676.6883664,-38.13080360867914
