CAN Message, 0x62:07d7dab0c0a8d04d,Timestamp,Amplitude
,,1739209881.2298644,-33.981070128970906
,,1739209881.2298725,-38.13080360867914
,,1739209881.2298806,-29.438486411369333
,,1739209881.229889,-31.141103565318915
,,1739209881.2298963,-45.120503652039325
,,1739209881.229905,-38.13080360867914
,,1739209881.2299128,-38.13080360867914
,,1739209881.2299206,-33.981070128970906
,,1739209881.2299287,-23.50682362968953
,,1739209881.2299368,-27.87774495603141
,,1739209881.229945,-38.13080360867914
,,1739209881.2299528,-32.81601443825658
,,1739209881.229961,-28.992665084841946
,,1739209881.229969,-27.8777449560314
,,1739209881.2299771,-30.49652367304973
,,1739209881.229985,-31.141103565318943
,,1739209881.229993,-25.25278630937684
,,1739209881.229997,-33.981070128970906
,,1739209881.2300005,-29.438486411369333
,,1739209881.2300043,-29.438486411369333
,,1739209881.230008,-38.13080360867914
,,1739209881.2300117,-45.120503652039325
,,1739209881.2300153,-33.981070128970906
,,1739209881.230019,-26.991370085610736
,,1739209881.230023,-33.98107012897096
,,1739209881.2300265,-30.49652367304976
,,1739209881.23003,-25.62660358559016
,,1739209881.230034,-26.487275050834725
,,1739209881.2300377,-33.98107012897096
,,1739209881.2300413,-38.13080360867914
,,1739209881.2300448,-45.120503652039325
,,1739209881.230049,-45.120503652039325
,,1739209881.2300522,-25.82631439489636
,,1739209881.230056,-27.267205301931607
,,1739209881.2300596,-33.981070128970906
,,1739209881.2300634,-35.57807855764607
,,1739209881.230067,-31.141103565318915
,,1739209881.2300708,-32.816014438256545
,,1739209881.2300744,-33.981070128970906
,,1739209881.2300782,-35.57807855764607
,,1739209881.2300818,-38.13080360867914
,,1739209881.2300856,-28.992665084841946
,,1739209881.2300892,-33.981070128970906
,,1739209881.230093,-24.151403521958727
,,1739209881.2300966,-21.598678470925663
,,1739209881.2301004,-45.120503652039325
,,1739209881.230104,-38.13080360867914
,,1739209881.2301078,-28.58837851428589
,,1739209881.2301114,-45.120503652039325
,,1739209881.2301152,-38.13080360867914
,,1739209881.2301188,-8.503323075092696
,,1739209881.2301226,-16.738311432963037
,,1739209881.230126,-27.267205301931607
,,1739209881.23013,-33.981070128970906
,,1739209881.2301335,-45.120503652039325
,,1739209881.230137,-33.98107012897096
,,1739209881.230141,-33.98107012897096
,,1739209881.2301447,-31.14110356531892
,,1739209881.2301483,-25.82631439489636
,,1739209881.230152,-23.50682362968953
,,1739209881.230156,-28.992665084841946
,,1739209881.2301595,-28.992665084841967
,,1739209881.230163,-31.14110356531892
,,1739209881.230167,-27.8777449560314
,,1739209881.2301707,-45.120503652039325
,,1739209881.2301743,-33.981070128970906
,,1739209881.230178,-35.57807855764607
,,1739209881.2301817,-31.141103565318915
,,1739209881.2301855,-28.218542851754165
,,1739209881.230189,-29.438486411369333
,,1739209881.230193,-30.49652367304973
,,1739209881.2301965,-28.992665084841946
,,1739209881.2302003,-27.267205301931607
,,1739209881.230204,-33.98107012897096
,,1739209881.2302077,-21.598678470925677
,,1739209881.2302113,-25.82631439489636
,,1739209881.230215,-28.992665084841967
,,1739209881.2302186,-24.589719217205094
,,1739209881.2302225,-32.816014438256545
,,1739209881.230226,-14.96271608814888
,,1739209881.23023,-30.49652367304973
,,1739209881.2302334,-33.981070128970906
,,1739209881.2302372,-38.13080360867914
,,1739209881.2302408,-38.13080360867914
,,1739209881.2302446,-38.13080360867914
,,1739209881.2302482,-45.120503652039325
,,1739209881.230252,-35.57807855764607
,,1739209881.2302556,-45.120503652039325
,,1739209881.2302594,-33.981070128970906
,,1739209881.230263,-38.13080360867914
,,1739209881.2302668,-30.49652367304973
,,1739209881.2302704,-25.077289914212862
,,1739209881.2302742,-35.57807855764607
,,1739209881.2302778,-38.13080360867914
,,1739209881.2302816,-26.99137008561072
,,1739209881.2302852,-28.992665084841967
,,1739209881.230289,-38.13080360867914
,,1739209881.2302926,-38.13080360867914
,,1739209881.2302964,-29.438486411369333
,,1739209881.2303,-25.826314394896357
,,1739209881.2303038,-27.87774495603141
,,1739209881.230307,-29.438486411369333
,,1739209881.2303112,-25.826314394896364
,,1739209881.230315,-20.001670042250552
,,1739209881.2303183,-24.746238672633048
,,1739209881.2303224,-27.8777449560314
,,1739209881.230326,-31.141103565318915
,,1739209881.2303298,-15.013264998121564
,,1739209881.230333,-9.67362342901252
,,1739209881.2303371,-26.487275050834715
,,1739209881.2303407,-28.992665084841946
,,1739209881.2303443,-25.82631439489636
,,1739209881.230348,-27.267205301931607
,,1739209881.230352,-45.120503652039325
,,1739209881.2303555,-33.981070128970906
,,1739209881.2303593,-23.16150712794696
,,1739209881.230363,-29.438486411369333
,,1739209881.2303667,-17.245898906855142
,,1739209881.2303703,-28.58837851428589
,,1739209881.230374,-31.141103565318915
,,1739209881.2303777,-38.13080360867914
,,1739209881.2303815,-31.141103565318915
,,1739209881.230385,-45.120503652039325
,,1739209881.2303889,-45.120503652039325
,,1739209881.2303925,-24.438645034577675
,,1739209881.2303965,-30.49652367304976
,,1739209881.2303998,-33.981070128970906
,,1739209881.2304037,-15.403107743161506
,,1739209881.2304072,-33.981070128970906
,,1739209881.230411,-38.13080360867914
,,1739209881.2304146,-31.141103565318915
,,1739209881.2304184,-24.29264994887477
,,1739209881.230422,-30.49652367304976
,,1739209881.2304258,-45.120503652039325
,,1739209881.2304294,-45.120503652039325
,,1739209881.2304332,-38.13080360867914
,,1739209881.2304368,-38.13080360867914
,,1739209881.2304406,-38.13080360867914
,,1739209881.2304442,-35.57807855764607
,,1739209881.230448,-35.57807855764607
,,1739209881.2304516,-45.120503652039325
,,1739209881.2304554,-23.75329798047522
,,1739209881.230459,-25.25278630937684
,,1739209881.2304628,-33.98107012897096
,,1739209881.2304664,-26.991370085610736
,,1739209881.2304702,-28.992665084841946
,,1739209881.230474,-24.589719217205094
,,1739209881.2304776,-26.99137008561072
,,1739209881.2304814,-38.13080360867914
,,1739209881.230485,-28.992665084841946
,,1739209881.2304888,-31.141103565318943
,,1739209881.2304924,-24.589719217205094
,,1739209881.2304962,-27.87774495603141
