CAN Message, 0x24:0029af3c1d6c89c4,Timestamp,Amplitude
,,1739209619.6121335,-45.120503652039325
,,1739209619.612137,-27.87774495603141
,,1739209619.6121402,-38.13080360867914
,,1739209619.6121435,-38.13080360867914
,,1739209619.6121466,-45.120503652039325
,,1739209619.61215,-38.13080360867914
,,1739209619.612153,-45.120503652039325
,,1739209619.6121562,-45.120503652039325
,,1739209619.6121595,-45.120503652039325
,,1739209619.6121626,-33.981070128970906
,,1739209619.612166,-35.57807855764607
,,1739209619.612169,-45.120503652039325
,,1739209619.6121724,-45.120503652039325
,,1739209619.6121757,-38.13080360867914
,,1739209619.6121786,-35.57807855764607
,,1739209619.612182,-45.120503652039325
,,1739209619.612185,-45.120503652039325
,,1739209619.6121883,-38.13080360867914
,,1739209619.6121914,-38.13080360867914
,,1739209619.6121948,-45.120503652039325
,,1739209619.612198,-45.120503652039325
,,1739209619.612201,-45.120503652039325
,,1739209619.6122043,-35.57807855764607
,,1739209619.6122074,-33.981070128970906
,,1739209619.6122108,-38.13080360867914
,,1739209619.612214,-33.981070128970906
,,1739209619.6122172,-38.13080360867914
,,1739209619.6122203,-38.13080360867914
,,1739209619.6122236,-45.120503652039325
,,1739209619.6122267,-38.13080360867914
,,1739209619.6122298,-45.120503652039325
,,1739209619.6122332,-38.13080360867914
,,1739209619.6122365,-45.120503652039325
,,1739209619.6122396,-38.13080360867914
,,1739209619.6122427,-45.120503652039325
,,1739209619.612246,-45.120503652039325
,,1739209619.6122491,-45.120503652039325
,,1739209619.6122522,-38.13080360867914
,,1739209619.6122556,-45.120503652039325
,,1739209619.612259,-45.120503652039325
,,1739209619.612262,-38.13080360867914
,,1739209619.612265,-27.267205301931607
,,1739209619.6122684,-33.981070128970906
,,1739209619.6122715,-45.120503652039325
,,1739209619.6122746,-45.120503652039325
,,1739209619.612278,-38.13080360867914
,,1739209619.612281,-45.120503652039325
,,1739209619.6122844,-45.120503652039325
,,1739209619.6122875,-32.816014438256545
,,1739209619.6122909,-33.98107012897096
,,1739209619.612294,-15.34784152776636
,,1739209619.6122973,-18.263086266016654
,,1739209619.6123004,-38.13080360867914
,,1739209619.6123035,-31.141103565318915
,,1739209619.6123068,-45.120503652039325
,,1739209619.61231,-38.13080360867914
,,1739209619.6123133,-35.57807855764607
,,1739209619.6123164,-31.141103565318915
,,1739209619.6123197,-33.981070128970906
,,1739209619.6123228,-45.120503652039325
,,1739209619.612326,-45.120503652039325
,,1739209619.6123292,-45.120503652039325
,,1739209619.6123323,-45.120503652039325
,,1739209619.6123357,-38.13080360867914
,,1739209619.6123388,-38.13080360867914
,,1739209619.612342,-38.13080360867914
,,1739209619.6123452,-45.120503652039325
,,1739209619.6123486,-45.120503652039325
,,1739209619.6123517,-45.120503652039325
,,1739209619.6123548,-31.141103565318915
,,1739209619.612358,-33.981070128970906
,,1739209619.6123612,-45.120503652039325
,,1739209619.6123643,-38.13080360867914
,,1739209619.6123676,-45.120503652039325
,,1739209619.612371,-32.81601443825658
,,1739209619.612374,-45.120503652039325
,,1739209619.6123772,-45.120503652039325
,,1739209619.6123805,-45.120503652039325
,,1739209619.6123836,-31.141103565318893
,,1739209619.612387,-32.816014438256545
,,1739209619.61239,-38.13080360867914
,,1739209619.6123934,-38.13080360867914
,,1739209619.6123965,-35.57807855764607
,,1739209619.6123996,-38.13080360867914
,,1739209619.612403,-38.13080360867914
,,1739209619.612406,-45.120503652039325
,,1739209619.6124094,-45.120503652039325
,,1739209619.6124125,-33.981070128970906
