CAN Message; 0x24:04cd8118819cadee
Timestamp;Amplitude
1739209905.7450628;-38.13080360867914
1739209905.7450655;-45.120503652039325
1739209905.7450683;-45.120503652039325
1739209905.745071;-38.13080360867914
1739209905.7450736;-38.13080360867914
1739209905.7450762;-38.13080360867914
1739209905.7450788;-45.120503652039325
1739209905.7450817;-45.120503652039325
1739209905.7450843;-35.57807855764607
1739209905.745087;-38.13080360867914
1739209905.7450895;-45.120503652039325
1739209905.7450922;-38.13080360867914
1739209905.745095;-38.13080360867914
1739209905.7450976;-38.13080360867914
1739209905.7451003;-35.57807855764607
1739209905.745103;-35.57807855764607
1739209905.7451055;-45.120503652039325
1739209905.7451084;-38.13080360867914
1739209905.745111;-38.13080360867914
1739209905.7451136;-38.13080360867914
1739209905.7451162;-35.57807855764607
1739209905.745119;-35.57807855764607
1739209905.7451217;-45.120503652039325
1739209905.7451243;-45.120503652039325
1739209905.745127;-32.816014438256545
1739209905.7451296;-35.57807855764607
1739209905.7451324;-45.120503652039325
1739209905.745135;-45.120503652039325
1739209905.7451377;-45.120503652039325
1739209905.7451403;-38.13080360867914
1739209905.745143;-38.13080360867914
1739209905.7451458;-45.120503652039325
1739209905.7451484;-35.57807855764607
1739209905.745151;-38.13080360867914
1739209905.7451537;-38.13080360867914
1739209905.7451563;-28.992665084841942
1739209905.7451591;-45.120503652039325
1739209905.7451618;-38.13080360867914
1739209905.7451644;-38.13080360867914
1739209905.745167;-45.120503652039325
1739209905.7451696;-32.816014438256545
1739209905.7451725;-32.816014438256545
1739209905.7451751;-45.120503652039325
1739209905.7451777;-29.438486411369354
1739209905.7451804;-32.816014438256545
1739209905.745183;-33.981070128970906
1739209905.7451859;-45.120503652039325
1739209905.7451885;-38.13080360867914
1739209905.745191;-38.13080360867914
1739209905.7451937;-45.120503652039325
1739209905.7451963;-38.13080360867914
1739209905.7451992;-28.992665084841942
1739209905.7452018;-38.13080360867914
1739209905.7452044;-38.13080360867914
1739209905.745207;-45.120503652039325
1739209905.7452097;-38.13080360867914
1739209905.7452126;-45.120503652039325
1739209905.7452152;-45.120503652039325
1739209905.7452178;-45.120503652039325
1739209905.7452204;-32.81601443825658
1739209905.7452233;-45.120503652039325
1739209905.745226;-38.13080360867914
1739209905.7452285;-45.120503652039325
1739209905.7452312;-38.13080360867914
1739209905.7452338;-38.13080360867914
1739209905.7452366;-45.120503652039325
1739209905.7452393;-35.57807855764607
1739209905.7452419;-31.141103565318915
1739209905.7452445;-33.981070128970906
1739209905.7452471;-45.120503652039325
1739209905.74525;-38.13080360867914
1739209905.7452526;-38.13080360867914
1739209905.7452552;-38.13080360867914
1739209905.7452579;-45.120503652039325
1739209905.7452605;-35.57807855764607
1739209905.7452633;-38.13080360867914
1739209905.745266;-38.13080360867914
1739209905.7452686;-38.13080360867914
1739209905.7452712;-45.120503652039325
1739209905.7452738;-38.13080360867914
1739209905.7452767;-38.13080360867914
1739209905.7452793;-38.13080360867914
1739209905.745282;-45.120503652039325
1739209905.7452846;-33.981070128970906
1739209905.7452872;-38.13080360867914
1739209905.74529;-45.120503652039325
1739209905.7452927;-38.13080360867914
1739209905.7452953;-33.981070128970906
1739209905.745298;-45.120503652039325
1739209905.7453005;-38.13080360867914
1739209905.7453034;-38.13080360867914
1739209905.745306;-38.13080360867914
1739209905.7453086;-33.981070128970906
1739209905.7453113;-38.13080360867914
1739209905.745314;-38.13080360867914
1739209905.7453167;-45.120503652039325
1739209905.7453194;-35.57807855764607
1739209905.745322;-38.13080360867914
1739209905.7453246;-45.120503652039325
1739209905.7453275;-33.981070128970906
1739209905.74533;-31.141103565318915
1739209905.7453327;-38.13080360867914
1739209905.7453353;-38.13080360867914
1739209905.745338;-38.13080360867914
1739209905.7453408;-38.13080360867914
1739209905.7453434;-45.120503652039325
1739209905.745346;-45.120503652039325
1739209905.7453487;-45.120503652039325
1739209905.7453513;-38.13080360867914
1739209905.7453542;-38.13080360867914
1739209905.7453568;-38.13080360867914
1739209905.7453594;-45.120503652039325
1739209905.745362;-32.816014438256545
1739209905.7453647;-38.13080360867914
1739209905.7453675;-45.120503652039325
1739209905.7453701;-38.13080360867914
1739209905.7453728;-32.816014438256545
1739209905.7453754;-33.981070128970906
1739209905.745378;-45.120503652039325
1739209905.7453809;-45.120503652039325
1739209905.7453835;-45.120503652039325
1739209905.7453861;-45.120503652039325
1739209905.7453887;-38.13080360867914
1739209905.7453914;-35.57807855764607
1739209905.7453942;-33.981070128970906
1739209905.7453969;-38.13080360867914
1739209905.7453995;-38.13080360867914
1739209905.745402;-38.13080360867914
1739209905.7454047;-33.981070128970906
1739209905.7454076;-45.120503652039325
1739209905.7454102;-45.120503652039325
1739209905.7454128;-45.120503652039325
1739209905.7454154;-38.13080360867914
1739209905.745418;-35.57807855764607
1739209905.745421;-38.13080360867914
1739209905.7454236;-45.120503652039325
1739209905.7454262;-45.120503652039325
1739209905.7454288;-38.13080360867914
1739209905.7454317;-45.120503652039325
1739209905.7454343;-45.120503652039325
1739209905.745437;-33.981070128970906
1739209905.7454395;-45.120503652039325
1739209905.7454422;-45.120503652039325
1739209905.745445;-38.13080360867914
1739209905.7454476;-38.13080360867914
1739209905.7454503;-45.120503652039325
1739209905.745453;-38.13080360867914
1739209905.7454555;-38.13080360867914
1739209905.7454584;-45.120503652039325
1739209905.745461;-45.120503652039325
1739209905.7454636;-45.120503652039325
1739209905.7454662;-45.120503652039325
1739209905.7454689;-35.57807855764607
1739209905.7454717;-35.57807855764607
1739209905.7454743;-38.13080360867914
1739209905.745477;-38.13080360867914
1739209905.7454796;-35.57807855764607
1739209905.7454822;-33.981070128970906
1739209905.745485;-38.13080360867914
1739209905.7454877;-35.57807855764607
1739209905.7454903;-45.120503652039325
1739209905.745493;-33.981070128970906
1739209905.7454956;-45.120503652039325
1739209905.7454984;-45.120503652039325
1739209905.745501;-45.120503652039325
1739209905.7455037;-45.120503652039325
1739209905.7455063;-38.13080360867914
1739209905.745509;-38.13080360867914
1739209905.7455118;-38.13080360867914
1739209905.7455144;-45.120503652039325
1739209905.745517;-45.120503652039325
1739209905.7455196;-45.120503652039325
1739209905.7455223;-32.816014438256545
1739209905.7455251;-33.981070128970906
1739209905.7455277;-45.120503652039325
1739209905.7455304;-38.13080360867914
1739209905.745533;-35.57807855764607
1739209905.7455359;-38.13080360867914
1739209905.7455385;-45.120503652039325
1739209905.745541;-45.120503652039325
1739209905.7455437;-45.120503652039325
1739209905.7455463;-45.120503652039325
1739209905.7455492;-45.120503652039325
1739209905.7455518;-38.13080360867914
1739209905.7455544;-45.120503652039325
1739209905.745557;-45.120503652039325
1739209905.7455597;-45.120503652039325
1739209905.7455626;-45.120503652039325
1739209905.7455652;-45.120503652039325
1739209905.7455678;-45.120503652039325
1739209905.7455704;-35.57807855764607
1739209905.745573;-38.13080360867914
1739209905.745576;-35.57807855764607
1739209905.7455785;-35.57807855764607
1739209905.7455812;-35.57807855764607
