CAN Message; 0x24:0d7006dadf577355
Timestamp;Amplitude
1739209719.4982724;-45.120503652039325
1739209719.4982743;-38.13080360867914
1739209719.4982765;-30.49652367304973
1739209719.4982784;-38.13080360867914
1739209719.4982805;-38.13080360867914
1739209719.4982824;-38.13080360867914
1739209719.4982846;-45.120503652039325
1739209719.4982867;-45.120503652039325
1739209719.4982886;-45.120503652039325
1739209719.4982908;-38.13080360867914
1739209719.4982927;-45.120503652039325
1739209719.4982948;-45.120503652039325
1739209719.498297;-45.120503652039325
1739209719.498299;-45.120503652039325
1739209719.498301;-45.120503652039325
1739209719.498303;-45.120503652039325
1739209719.498305;-45.120503652039325
1739209719.498307;-38.13080360867914
1739209719.4983091;-45.120503652039325
1739209719.4983113;-45.120503652039325
1739209719.4983132;-35.57807855764607
1739209719.4983153;-38.13080360867914
1739209719.4983172;-45.120503652039325
1739209719.4983194;-45.120503652039325
1739209719.4983215;-33.981070128970906
1739209719.4983234;-45.120503652039325
1739209719.4983256;-32.816014438256545
1739209719.4983275;-38.13080360867914
1739209719.4983296;-38.13080360867914
1739209719.4983315;-33.981070128970906
1739209719.4983337;-45.120503652039325
1739209719.4983358;-38.13080360867914
1739209719.4983377;-38.13080360867914
1739209719.49834;-38.13080360867914
1739209719.4983418;-33.981070128970956
1739209719.498344;-45.120503652039325
1739209719.4983459;-32.816014438256545
1739209719.498348;-38.13080360867914
1739209719.4983501;-45.120503652039325
1739209719.498352;-45.120503652039325
1739209719.4983542;-38.13080360867914
1739209719.498356;-45.120503652039325
1739209719.4983582;-30.49652367304973
1739209719.4983604;-35.57807855764607
1739209719.4983623;-38.13080360867914
1739209719.4983644;-38.13080360867914
1739209719.4983664;-45.120503652039325
1739209719.4983685;-45.120503652039325
1739209719.4983704;-35.57807855764607
1739209719.4983726;-35.57807855764607
1739209719.4983747;-45.120503652039325
1739209719.4983766;-45.120503652039325
1739209719.4983788;-35.57807855764607
1739209719.4983807;-45.120503652039325
1739209719.4983828;-45.120503652039325
1739209719.4983847;-38.13080360867914
1739209719.4983869;-35.57807855764607
1739209719.498389;-35.57807855764607
1739209719.498391;-45.120503652039325
1739209719.498393;-45.120503652039325
1739209719.498395;-35.57807855764607
1739209719.498397;-38.13080360867914
1739209719.4983993;-45.120503652039325
1739209719.4984012;-38.13080360867914
1739209719.4984033;-45.120503652039325
1739209719.4984052;-45.120503652039325
1739209719.4984074;-33.981070128970906
1739209719.4984093;-38.13080360867914
1739209719.4984114;-45.120503652039325
1739209719.4984136;-45.120503652039325
1739209719.4984155;-35.57807855764607
1739209719.4984176;-38.13080360867914
1739209719.4984195;-45.120503652039325
1739209719.4984217;-45.120503652039325
1739209719.4984238;-45.120503652039325
1739209719.4984257;-45.120503652039325
1739209719.4984279;-45.120503652039325
1739209719.4984298;-38.13080360867914
1739209719.498432;-45.120503652039325
1739209719.4984338;-45.120503652039325
1739209719.498436;-45.120503652039325
1739209719.4984381;-38.13080360867914
1739209719.49844;-32.816014438256545
1739209719.4984422;-33.981070128970906
1739209719.498444;-45.120503652039325
1739209719.4984462;-45.120503652039325
1739209719.4984481;-45.120503652039325
1739209719.4984503;-45.120503652039325
1739209719.4984524;-38.13080360867914
1739209719.4984543;-45.120503652039325
1739209719.4984565;-35.57807855764607
1739209719.4984584;-38.13080360867914
1739209719.4984605;-45.120503652039325
1739209719.4984627;-45.120503652039325
1739209719.4984646;-38.13080360867914
1739209719.4984667;-35.57807855764607
1739209719.4984686;-45.120503652039325
1739209719.4984708;-45.120503652039325
1739209719.4984727;-38.13080360867914
1739209719.4984748;-33.981070128970906
1739209719.498477;-38.13080360867914
1739209719.498479;-45.120503652039325
1739209719.498481;-45.120503652039325
1739209719.498483;-45.120503652039325
1739209719.498485;-38.13080360867914
1739209719.498487;-38.13080360867914
1739209719.4984891;-38.13080360867914
1739209719.4984913;-38.13080360867914
1739209719.4984932;-38.13080360867914
1739209719.4984953;-45.120503652039325
1739209719.4984972;-38.13080360867914
1739209719.4984994;-35.57807855764607
1739209719.4985015;-45.120503652039325
1739209719.4985034;-45.120503652039325
1739209719.4985056;-33.981070128970906
1739209719.4985075;-33.981070128970906
1739209719.4985096;-38.13080360867914
1739209719.4985116;-38.13080360867914
1739209719.4985137;-38.13080360867914
1739209719.4985158;-45.120503652039325
1739209719.4985178;-35.57807855764607
1739209719.49852;-35.57807855764607
1739209719.4985218;-38.13080360867914
1739209719.498524;-33.981070128970906
1739209719.498526;-38.13080360867914
1739209719.498528;-33.981070128970906
1739209719.4985301;-45.120503652039325
1739209719.498532;-33.981070128970906
1739209719.4985342;-38.13080360867914
1739209719.498536;-45.120503652039325
1739209719.4985383;-45.120503652039325
1739209719.4985404;-38.13080360867914
1739209719.4985423;-38.13080360867914
1739209719.4985445;-38.13080360867914
1739209719.4985464;-38.13080360867914
1739209719.4985485;-28.992665084841942
1739209719.4985504;-45.120503652039325
1739209719.4985526;-38.13080360867914
1739209719.4985547;-38.13080360867914
1739209719.4985566;-45.120503652039325
1739209719.4985588;-33.981070128970906
1739209719.4985607;-38.13080360867914
1739209719.4985628;-45.120503652039325
1739209719.498565;-38.13080360867914
1739209719.4985669;-38.13080360867914
1739209719.498569;-45.120503652039325
1739209719.498571;-28.588378514285886
1739209719.498573;-22.740042620751332
1739209719.498575;-25.826314394896357
1739209719.498577;-32.816014438256545
1739209719.4985793;-31.141103565318915
1739209719.4985812;-45.120503652039325
1739209719.4985833;-45.120503652039325
1739209719.4985852;-45.120503652039325
1739209719.4985874;-45.120503652039325
1739209719.4985893;-45.120503652039325
1739209719.4985914;-38.13080360867914
1739209719.4985936;-32.816014438256545
1739209719.4985955;-31.14110356531892
1739209719.4985976;-28.588378514285886
1739209719.4985995;-27.267205301931607
1739209719.4986017;-31.141103565318915
1739209719.4986038;-45.120503652039325
1739209719.4986057;-45.120503652039325
1739209719.4986079;-29.438486411369333
1739209719.4986098;-38.13080360867914
1739209719.498612;-38.13080360867914
1739209719.4986138;-38.13080360867914
1739209719.498616;-38.13080360867914
1739209719.4986181;-31.141103565318915
1739209719.49862;-26.991370085610722
1739209719.4986222;-22.84163660590256
1739209719.498624;-28.992665084841967
1739209719.4986262;-45.120503652039325
1739209719.4986284;-28.588378514285886
1739209719.4986303;-33.981070128970956
1739209719.4986324;-26.991370085610736
1739209719.4986343;-38.13080360867914
1739209719.4986365;-45.120503652039325
1739209719.4986384;-38.13080360867914
1739209719.4986405;-31.14110356531892
1739209719.4986427;-32.816014438256545
1739209719.4986446;-45.120503652039325
1739209719.4986467;-24.438645034577675
1739209719.4986486;-27.267205301931607
1739209719.4986508;-45.120503652039325
1739209719.4986527;-45.120503652039325
1739209719.4986548;-45.120503652039325
1739209719.498657;-23.75329798047522
1739209719.498659;-33.981070128970906
1739209719.498661;-38.13080360867914
1739209719.498663;-38.13080360867914
1739209719.498665;-33.981070128970906
1739209719.4986672;-45.120503652039325
1739209719.4986691;-38.13080360867914
1739209719.4986713;-28.992665084841967
1739209719.4986732;-24.589719217205094
1739209719.4986753;-28.58837851428586
1739209719.4986773;-31.141103565318943
1739209719.4986794;-27.267205301931607
1739209719.4986815;-31.141103565318893
1739209719.4986835;-45.120503652039325
1739209719.4986856;-38.13080360867914
1739209719.4986875;-33.981070128970906
1739209719.4986897;-45.120503652039325
1739209719.4986916;-45.120503652039325
1739209719.4986937;-33.981070128970906
1739209719.4986959;-26.991370085610722
1739209719.4986978;-26.035653463252824
1739209719.4987;-26.487275050834725
1739209719.4987018;-38.13080360867914
1739209719.498704;-31.141103565318915
1739209719.498706;-33.981070128970906
1739209719.498708;-33.981070128970956
1739209719.4987102;-38.13080360867914
1739209719.498712;-45.120503652039325
1739209719.4987142;-38.13080360867914
1739209719.498716;-33.981070128970906
1739209719.4987183;-45.120503652039325
1739209719.4987204;-30.49652367304973
1739209719.4987223;-27.267205301931607
1739209719.4987245;-27.267205301931607
1739209719.4987264;-31.141103565318915
1739209719.4987285;-28.58837851428586
1739209719.4987307;-32.816014438256545
1739209719.4987326;-45.120503652039325
1739209719.4987347;-33.981070128970906
1739209719.4987366;-33.981070128970906
1739209719.4987388;-29.438486411369333
1739209719.4987407;-38.13080360867914
1739209719.4987428;-31.141103565318915
1739209719.498745;-26.991370085610736
1739209719.4987469;-26.03565346325281
1739209719.498749;-26.991370085610768
1739209719.498751;-31.141103565318915
1739209719.498753;-45.120503652039325
1739209719.498755;-27.267205301931607
1739209719.4987571;-32.816014438256545
1739209719.4987593;-32.816014438256545
1739209719.4987612;-45.120503652039325
1739209719.4987633;-45.120503652039325
1739209719.4987652;-38.13080360867914
1739209719.4987674;-31.141103565318893
1739209719.4987695;-45.120503652039325
1739209719.4987714;-26.035653463252796
1739209719.4987736;-24.74623867263306
1739209719.4987755;-29.438486411369375
1739209719.4987776;-45.120503652039325
1739209719.4987795;-45.120503652039325
1739209719.4987817;-45.120503652039325
1739209719.4987838;-38.13080360867914
1739209719.4987857;-45.120503652039325
1739209719.4987879;-45.120503652039325
1739209719.4987898;-38.13080360867914
1739209719.498792;-35.57807855764607
1739209719.498794;-35.57807855764607
1739209719.498796;-38.13080360867914
1739209719.4987981;-45.120503652039325
1739209719.4988;-38.13080360867914
1739209719.4988022;-38.13080360867914
1739209719.498804;-45.120503652039325
1739209719.4988062;-38.13080360867914
1739209719.4988084;-45.120503652039325
1739209719.4988103;-45.120503652039325
1739209719.4988124;-45.120503652039325
1739209719.4988143;-45.120503652039325
1739209719.4988165;-38.13080360867914
1739209719.4988184;-38.13080360867914
1739209719.4988205;-45.120503652039325
1739209719.4988227;-35.57807855764607
1739209719.4988246;-35.57807855764607
1739209719.4988267;-35.57807855764607
1739209719.4988286;-45.120503652039325
1739209719.4988308;-38.13080360867914
1739209719.498833;-45.120503652039325
1739209719.4988348;-38.13080360867914
1739209719.498837;-45.120503652039325
1739209719.498839;-38.13080360867914
1739209719.498841;-45.120503652039325
1739209719.498843;-45.120503652039325
1739209719.498845;-45.120503652039325
1739209719.4988472;-38.13080360867914
1739209719.4988492;-45.120503652039325
1739209719.4988513;-45.120503652039325
1739209719.4988532;-45.120503652039325
1739209719.4988554;-45.120503652039325
1739209719.4988573;-45.120503652039325
1739209719.4988594;-45.120503652039325
1739209719.4988616;-45.120503652039325
1739209719.4988635;-45.120503652039325
1739209719.4988656;-35.57807855764607
1739209719.4988675;-35.57807855764607
1739209719.4988697;-45.120503652039325
1739209719.4988718;-33.981070128970906
1739209719.4988737;-38.13080360867914
1739209719.4988759;-38.13080360867914
1739209719.4988778;-45.120503652039325
1739209719.49888;-35.57807855764607
1739209719.4988818;-38.13080360867914
1739209719.498884;-33.981070128970906
1739209719.498886;-45.120503652039325
1739209719.498888;-31.141103565318915
1739209719.4988902;-33.981070128970906
1739209719.498892;-38.13080360867914
1739209719.4988942;-33.981070128970906
1739209719.4988964;-38.13080360867914
1739209719.4988983;-38.13080360867914
1739209719.4989004;-38.13080360867914
1739209719.4989023;-38.13080360867914
1739209719.4989045;-31.141103565318915
1739209719.4989064;-33.981070128970906
1739209719.4989085;-45.120503652039325
1739209719.4989107;-38.13080360867914
1739209719.4989126;-38.13080360867914
1739209719.4989147;-38.13080360867914
1739209719.4989166;-38.13080360867914
1739209719.4989188;-45.120503652039325
1739209719.4989207;-33.981070128970906
1739209719.4989228;-38.13080360867914
1739209719.498925;-38.13080360867914
1739209719.4989269;-45.120503652039325
1739209719.498929;-38.13080360867914
1739209719.498931;-45.120503652039325
1739209719.498933;-38.13080360867914
1739209719.4989352;-35.57807855764607
1739209719.4989371;-45.120503652039325
1739209719.4989393;-45.120503652039325
1739209719.4989412;-33.981070128970906
1739209719.4989433;-45.120503652039325
1739209719.4989452;-38.13080360867914
1739209719.4989474;-45.120503652039325
1739209719.4989495;-45.120503652039325
1739209719.4989514;-38.13080360867914
1739209719.4989536;-33.981070128970906
1739209719.4989555;-30.49652367304973
1739209719.4989576;-31.141103565318915
1739209719.4989595;-38.13080360867914
1739209719.4989617;-33.981070128970906
1739209719.4989638;-32.816014438256545
1739209719.4989657;-45.120503652039325
1739209719.498968;-25.826314394896354
1739209719.4989698;-28.992665084841942
1739209719.498972;-28.588378514285886
1739209719.498974;-28.58837851428586
1739209719.498976;-27.267205301931607
1739209719.4989781;-32.81601443825658
1739209719.49898;-31.14110356531892
1739209719.4989822;-32.816014438256545
1739209719.498984;-38.13080360867914
1739209719.4989862;-32.816014438256545
1739209719.4989884;-23.506823629689542
1739209719.4989903;-38.13080360867914
1739209719.4989924;-25.077289914212862
1739209719.4989944;-31.141103565318893
1739209719.4989965;-25.826314394896357
1739209719.4989986;-28.992665084841967
1739209719.4990005;-28.58837851428586
1739209719.4990027;-28.992665084841942
1739209719.4990046;-32.816014438256545
1739209719.4990067;-38.13080360867914
1739209719.4990087;-25.826314394896357
1739209719.4990108;-24.746238672633048
1739209719.499013;-38.13080360867914
1739209719.4990149;-38.13080360867914
1739209719.499017;-33.981070128970906
1739209719.499019;-26.487275050834715
1739209719.499021;-26.991370085610722
1739209719.499023;-30.49652367304973
1739209719.499025;-28.992665084841942
1739209719.4990273;-45.120503652039325
1739209719.4990292;-31.141103565318943
1739209719.4990313;-38.13080360867914
1739209719.4990332;-31.141103565318915
1739209719.4990354;-29.438486411369333
1739209719.4990375;-45.120503652039325
1739209719.4990394;-31.141103565318915
1739209719.4990416;-28.992665084841942
1739209719.4990435;-35.57807855764607
1739209719.4990456;-26.991370085610736
1739209719.4990475;-30.49652367304973
1739209719.4990497;-45.120503652039325
1739209719.4990518;-35.57807855764607
1739209719.4990537;-28.21854285175415
1739209719.4990559;-28.58837851428586
1739209719.4990578;-26.991370085610722
1739209719.49906;-33.981070128970906
1739209719.4990618;-33.981070128970956
1739209719.499064;-33.981070128970956
1739209719.499066;-33.981070128970906
1739209719.499068;-32.816014438256545
1739209719.4990702;-33.981070128970906
1739209719.499072;-32.816014438256545
1739209719.4990742;-33.981070128970906
1739209719.4990764;-32.816014438256545
1739209719.4990783;-38.13080360867914
1739209719.4990804;-30.49652367304973
1739209719.4990823;-24.746238672633048
1739209719.4990845;-23.506823629689542
1739209719.4990864;-30.49652367304976
1739209719.4990885;-28.58837851428586
1739209719.4990907;-28.992665084841942
1739209719.4990926;-38.13080360867914
1739209719.4990947;-28.58837851428586
1739209719.4990966;-45.120503652039325
1739209719.4990988;-31.141103565318893
1739209719.499101;-38.13080360867914
1739209719.4991028;-45.120503652039325
1739209719.499105;-30.49652367304976
1739209719.499107;-28.992665084841942
1739209719.499109;-32.816014438256545
1739209719.499111;-31.141103565318943
1739209719.499113;-45.120503652039325
1739209719.4991152;-28.992665084841967
1739209719.4991171;-45.120503652039325
1739209719.4991193;-45.120503652039325
1739209719.4991212;-27.877744956031417
1739209719.4991233;-33.981070128970956
1739209719.4991252;-32.816014438256545
1739209719.4991274;-24.589719217205094
1739209719.4991295;-30.49652367304973
1739209719.4991314;-33.981070128970906
1739209719.4991336;-33.981070128970956
1739209719.4991355;-24.589719217205094
1739209719.4991376;-24.746238672633048
1739209719.4991398;-33.981070128970956
1739209719.4991417;-28.992665084841942
1739209719.4991438;-33.981070128970906
1739209719.4991457;-45.120503652039325
1739209719.499148;-45.120503652039325
1739209719.4991498;-45.120503652039325
1739209719.499152;-28.992665084841942
1739209719.499154;-38.13080360867914
1739209719.499156;-31.14110356531892
1739209719.4991581;-25.077289914212862
1739209719.49916;-25.62660358559016
1739209719.4991622;-38.13080360867914
1739209719.499164;-27.8777449560314
1739209719.4991663;-33.981070128970906
1739209719.4991684;-32.816014438256545
1739209719.4991703;-26.487275050834715
1739209719.4991724;-45.120503652039325
1739209719.4991744;-26.487275050834725
1739209719.4991765;-27.8777449560314
1739209719.4991786;-35.57807855764607
1739209719.4991806;-28.588378514285886
1739209719.4991827;-31.141103565318915
1739209719.4991846;-32.816014438256545
1739209719.4991868;-33.981070128970956
1739209719.4991887;-31.141103565318893
1739209719.4991908;-45.120503652039325
1739209719.499193;-31.141103565318915
1739209719.4991949;-32.816014438256545
1739209719.499197;-28.21854285175415
1739209719.499199;-28.58837851428586
1739209719.499201;-45.120503652039325
1739209719.4992032;-33.981070128970906
1739209719.499205;-28.58837851428586
1739209719.4992073;-28.992665084841942
1739209719.4992092;-35.57807855764607
1739209719.4992113;-22.264930561961556
1739209719.4992132;-31.141103565318915
1739209719.4992154;-32.816014438256545
1739209719.4992175;-45.120503652039325
1739209719.4992194;-26.991370085610722
1739209719.4992216;-33.981070128970906
1739209719.4992235;-38.13080360867914
1739209719.4992256;-32.816014438256545
1739209719.4992275;-32.81601443825658
1739209719.4992297;-32.81601443825658
1739209719.4992318;-35.57807855764607
1739209719.4992337;-32.81601443825658
1739209719.4992359;-29.438486411369333
1739209719.4992378;-28.992665084841942
1739209719.49924;-45.120503652039325
1739209719.499242;-27.8777449560314
1739209719.499244;-45.120503652039325
1739209719.4992461;-38.13080360867914
1739209719.499248;-31.141103565318893
1739209719.4992502;-38.13080360867914
1739209719.499252;-38.13080360867914
1739209719.4992542;-32.816014438256545
1739209719.4992564;-35.57807855764607
1739209719.4992583;-45.120503652039325
1739209719.4992604;-45.120503652039325
1739209719.4992623;-35.57807855764607
1739209719.4992645;-35.57807855764607
1739209719.4992664;-45.120503652039325
1739209719.4992685;-30.49652367304973
1739209719.4992707;-33.981070128970906
1739209719.4992726;-33.981070128970906
1739209719.4992747;-45.120503652039325
1739209719.4992766;-38.13080360867914
1739209719.4992788;-38.13080360867914
1739209719.499281;-38.13080360867914
1739209719.4992828;-45.120503652039325
1739209719.499285;-38.13080360867914
1739209719.499287;-35.57807855764607
1739209719.499289;-45.120503652039325
1739209719.499291;-38.13080360867914
1739209719.499293;-38.13080360867914
1739209719.4992952;-38.13080360867914
1739209719.4992971;-38.13080360867914
1739209719.4992993;-45.120503652039325
1739209719.4993012;-45.120503652039325
1739209719.4993033;-32.816014438256545
1739209719.4993055;-35.57807855764607
1739209719.4993074;-45.120503652039325
1739209719.4993095;-33.981070128970906
1739209719.4993114;-33.981070128970906
1739209719.4993136;-38.13080360867914
1739209719.4993155;-45.120503652039325
1739209719.4993176;-38.13080360867914
1739209719.4993198;-38.13080360867914
1739209719.4993217;-45.120503652039325
1739209719.4993238;-45.120503652039325
1739209719.4993258;-38.13080360867914
1739209719.499328;-38.13080360867914
1739209719.4993298;-38.13080360867914
1739209719.499332;-35.57807855764607
1739209719.499334;-38.13080360867914
1739209719.499336;-38.13080360867914
1739209719.4993382;-35.57807855764607
1739209719.49934;-45.120503652039325
1739209719.4993422;-38.13080360867914
1739209719.4993443;-38.13080360867914
1739209719.4993463;-38.13080360867914
1739209719.4993484;-33.981070128970906
1739209719.4993503;-31.141103565318915
1739209719.4993525;-28.992665084841942
1739209719.4993544;-45.120503652039325
1739209719.4993565;-45.120503652039325
1739209719.4993587;-45.120503652039325
1739209719.4993606;-45.120503652039325
1739209719.4993627;-45.120503652039325
1739209719.4993646;-45.120503652039325
1739209719.4993668;-38.13080360867914
1739209719.499369;-45.120503652039325
1739209719.4993708;-45.120503652039325
1739209719.499373;-45.120503652039325
1739209719.4993749;-45.120503652039325
1739209719.499377;-35.57807855764607
1739209719.499379;-35.57807855764607
1739209719.499381;-45.120503652039325
1739209719.4993832;-38.13080360867914
1739209719.499385;-32.816014438256545
1739209719.4993873;-38.13080360867914
1739209719.4993892;-38.13080360867914
1739209719.4993913;-45.120503652039325
1739209719.4993932;-45.120503652039325
1739209719.4993954;-38.13080360867914
1739209719.4993975;-38.13080360867914
1739209719.4993994;-38.13080360867914
1739209719.4994016;-38.13080360867914
1739209719.4994035;-45.120503652039325
1739209719.4994056;-45.120503652039325
1739209719.4994078;-38.13080360867914
1739209719.4994097;-38.13080360867914
1739209719.4994118;-45.120503652039325
1739209719.4994137;-35.57807855764607
1739209719.4994159;-38.13080360867914
1739209719.4994178;-45.120503652039325
1739209719.49942;-45.120503652039325
1739209719.499422;-45.120503652039325
1739209719.499424;-45.120503652039325
1739209719.4994261;-32.816014438256545
1739209719.499428;-35.57807855764607
1739209719.4994302;-38.13080360867914
1739209719.499432;-38.13080360867914
1739209719.4994342;-38.13080360867914
1739209719.4994364;-45.120503652039325
1739209719.4994383;-38.13080360867914
1739209719.4994404;-35.57807855764607
1739209719.4994423;-38.13080360867914
1739209719.4994445;-45.120503652039325
1739209719.4994466;-45.120503652039325
1739209719.4994485;-45.120503652039325
1739209719.4994507;-45.120503652039325
1739209719.4994526;-38.13080360867914
1739209719.4994547;-45.120503652039325
1739209719.4994566;-45.120503652039325
1739209719.4994588;-38.13080360867914
1739209719.499461;-38.13080360867914
1739209719.4994628;-38.13080360867914
1739209719.499465;-45.120503652039325
1739209719.499467;-38.13080360867914
1739209719.499469;-38.13080360867914
1739209719.4994712;-45.120503652039325
1739209719.499473;-38.13080360867914
1739209719.4994752;-45.120503652039325
1739209719.4994771;-38.13080360867914
1739209719.4994793;-38.13080360867914
1739209719.4994812;-35.57807855764607
1739209719.4994833;-38.13080360867914
1739209719.4994855;-45.120503652039325
1739209719.4994874;-32.816014438256545
1739209719.4994895;-38.13080360867914
1739209719.4994915;-45.120503652039325
1739209719.4994936;-45.120503652039325
1739209719.4994955;-32.816014438256545
1739209719.4994977;-45.120503652039325
1739209719.4994998;-38.13080360867914
1739209719.4995017;-32.816014438256545
1739209719.4995039;-45.120503652039325
1739209719.4995058;-45.120503652039325
1739209719.499508;-38.13080360867914
1739209719.49951;-38.13080360867914
1739209719.499512;-45.120503652039325
1739209719.499514;-38.13080360867914
1739209719.499516;-45.120503652039325
1739209719.4995182;-38.13080360867914
1739209719.49952;-45.120503652039325
1739209719.4995222;-45.120503652039325
1739209719.4995244;-45.120503652039325
1739209719.4995263;-45.120503652039325
1739209719.4995284;-45.120503652039325
1739209719.4995303;-38.13080360867914
1739209719.4995325;-45.120503652039325
1739209719.4995344;-45.120503652039325
1739209719.4995365;-45.120503652039325
1739209719.4995387;-45.120503652039325
1739209719.4995406;-35.57807855764607
1739209719.4995427;-38.13080360867914
1739209719.4995446;-45.120503652039325
1739209719.4995468;-45.120503652039325
1739209719.499549;-30.49652367304973
1739209719.4995508;-24.589719217205094
1739209719.499553;-45.120503652039325
1739209719.4995549;-45.120503652039325
1739209719.499557;-45.120503652039325
1739209719.499559;-38.13080360867914
1739209719.499561;-45.120503652039325
1739209719.4995632;-45.120503652039325
1739209719.4995651;-38.13080360867914
1739209719.4995673;-45.120503652039325
1739209719.4995692;-45.120503652039325
1739209719.4995713;-38.13080360867914
1739209719.4995735;-38.13080360867914
1739209719.4995754;-45.120503652039325
1739209719.4995775;-45.120503652039325
1739209719.4995794;-45.120503652039325
1739209719.4995816;-35.57807855764607
1739209719.4995835;-31.141103565318915
1739209719.4995856;-45.120503652039325
1739209719.4995878;-38.13080360867914
1739209719.4995897;-35.57807855764607
1739209719.4995918;-31.141103565318915
1739209719.4995937;-45.120503652039325
1739209719.4995959;-45.120503652039325
1739209719.4995978;-45.120503652039325
1739209719.4996;-38.13080360867914
1739209719.499602;-38.13080360867914
1739209719.499604;-45.120503652039325
1739209719.4996061;-38.13080360867914
1739209719.499608;-45.120503652039325
1739209719.4996102;-38.13080360867914
1739209719.4996123;-45.120503652039325
1739209719.4996142;-38.13080360867914
1739209719.4996164;-38.13080360867914
1739209719.4996183;-45.120503652039325
1739209719.4996204;-38.13080360867914
1739209719.4996223;-33.981070128970906
1739209719.4996245;-45.120503652039325
1739209719.4996266;-45.120503652039325
1739209719.4996285;-38.13080360867914
1739209719.4996307;-35.57807855764607
1739209719.4996326;-25.826314394896357
1739209719.4996347;-45.120503652039325
1739209719.4996367;-45.120503652039325
1739209719.4996388;-35.57807855764607
1739209719.499641;-32.816014438256545
1739209719.4996428;-38.13080360867914
1739209719.499645;-45.120503652039325
1739209719.499647;-32.816014438256545
1739209719.499649;-33.981070128970906
1739209719.4996512;-45.120503652039325
1739209719.499653;-45.120503652039325
1739209719.4996552;-38.13080360867914
1739209719.4996572;-38.13080360867914
1739209719.4996593;-45.120503652039325
1739209719.4996612;-38.13080360867914
1739209719.4996634;-38.13080360867914
1739209719.4996655;-33.981070128970906
1739209719.4996674;-38.13080360867914
1739209719.4996696;-38.13080360867914
1739209719.4996715;-38.13080360867914
1739209719.4996736;-45.120503652039325
1739209719.4996758;-45.120503652039325
1739209719.4996777;-45.120503652039325
1739209719.4996798;-45.120503652039325
1739209719.4996817;-38.13080360867914
1739209719.4996839;-38.13080360867914
1739209719.4996858;-45.120503652039325
1739209719.499688;-38.13080360867914
1739209719.49969;-45.120503652039325
1739209719.499692;-32.816014438256545
1739209719.499694;-38.13080360867914
1739209719.499696;-45.120503652039325
1739209719.4996982;-38.13080360867914
1739209719.4997;-38.13080360867914
1739209719.4997022;-38.13080360867914
1739209719.4997044;-45.120503652039325
1739209719.4997063;-38.13080360867914
1739209719.4997084;-45.120503652039325
1739209719.4997103;-33.981070128970906
1739209719.4997125;-45.120503652039325
1739209719.4997146;-45.120503652039325
1739209719.4997165;-38.13080360867914
1739209719.4997187;-38.13080360867914
1739209719.4997206;-38.13080360867914
1739209719.4997227;-38.13080360867914
1739209719.4997246;-32.816014438256545
