CAN Message; 0x62:03336337367ed6fd
Timestamp;Amplitude
1739209786.1912465;-45.120503652039325
1739209786.1912518;-45.120503652039325
1739209786.1912568;-45.120503652039325
1739209786.191262;-38.13080360867914
1739209786.1912673;-45.120503652039325
1739209786.1912725;-45.120503652039325
1739209786.1912775;-38.13080360867914
1739209786.1912827;-38.13080360867914
1739209786.191288;-33.981070128970906
1739209786.1912932;-45.120503652039325
1739209786.1912982;-38.13080360867914
1739209786.1913035;-38.13080360867914
1739209786.1913087;-45.120503652039325
1739209786.191314;-45.120503652039325
1739209786.1913192;-38.13080360867914
1739209786.1913242;-38.13080360867914
1739209786.1913295;-45.120503652039325
1739209786.1913347;-32.816014438256545
1739209786.19134;-35.57807855764607
1739209786.191345;-45.120503652039325
1739209786.1913502;-38.13080360867914
1739209786.1913555;-35.57807855764607
1739209786.1913607;-38.13080360867914
1739209786.191366;-38.13080360867914
1739209786.191371;-32.816014438256545
1739209786.1913762;-38.13080360867914
1739209786.1913815;-45.120503652039325
1739209786.1913867;-38.13080360867914
1739209786.1913917;-45.120503652039325
1739209786.191397;-45.120503652039325
1739209786.1914022;-38.13080360867914
1739209786.1914074;-35.57807855764607
1739209786.1914124;-38.13080360867914
1739209786.1914177;-26.991370085610736
1739209786.191423;-30.49652367304973
1739209786.1914282;-38.13080360867914
1739209786.1914334;-38.13080360867914
1739209786.1914384;-45.120503652039325
1739209786.1914437;-38.13080360867914
1739209786.191449;-45.120503652039325
1739209786.1914542;-45.120503652039325
1739209786.1914592;-45.120503652039325
1739209786.1914644;-45.120503652039325
1739209786.1914697;-45.120503652039325
1739209786.191475;-45.120503652039325
1739209786.1914802;-35.57807855764607
1739209786.1914852;-38.13080360867914
1739209786.1914904;-45.120503652039325
1739209786.1914957;-45.120503652039325
1739209786.191501;-38.13080360867914
1739209786.191506;-45.120503652039325
1739209786.1915112;-45.120503652039325
1739209786.1915164;-33.981070128970906
1739209786.1915216;-38.13080360867914
1739209786.1915267;-33.981070128970906
1739209786.191532;-45.120503652039325
1739209786.1915371;-45.120503652039325
1739209786.1915424;-32.816014438256545
1739209786.1915476;-32.816014438256545
1739209786.1915526;-45.120503652039325
1739209786.191558;-38.13080360867914
1739209786.1915631;-35.57807855764607
1739209786.1915684;-35.57807855764607
1739209786.1915734;-45.120503652039325
1739209786.1915786;-45.120503652039325
1739209786.1915839;-38.13080360867914
1739209786.191589;-45.120503652039325
1739209786.1915944;-45.120503652039325
1739209786.1915994;-45.120503652039325
1739209786.1916046;-38.13080360867914
1739209786.1916099;-38.13080360867914
1739209786.191615;-38.13080360867914
1739209786.19162;-38.13080360867914
1739209786.1916254;-35.57807855764607
1739209786.1916306;-32.816014438256545
1739209786.1916358;-38.13080360867914
1739209786.1916409;-45.120503652039325
1739209786.191646;-33.981070128970906
1739209786.1916513;-38.13080360867914
1739209786.1916566;-38.13080360867914
1739209786.1916618;-45.120503652039325
1739209786.1916668;-38.13080360867914
1739209786.191672;-45.120503652039325
1739209786.1916773;-45.120503652039325
1739209786.1916826;-45.120503652039325
1739209786.1916876;-35.57807855764607
1739209786.1916928;-33.981070128970906
1739209786.191698;-38.13080360867914
1739209786.1917033;-38.13080360867914
1739209786.1917086;-38.13080360867914
1739209786.1917136;-38.13080360867914
1739209786.1917188;-38.13080360867914
1739209786.191724;-38.13080360867914
1739209786.1917293;-38.13080360867914
1739209786.1917343;-45.120503652039325
1739209786.1917396;-35.57807855764607
1739209786.1917448;-38.13080360867914
1739209786.19175;-38.13080360867914
1739209786.191755;-32.816014438256545
1739209786.1917603;-38.13080360867914
1739209786.1917655;-45.120503652039325
1739209786.1917708;-45.120503652039325
1739209786.191776;-35.57807855764607
1739209786.191781;-32.816014438256545
1739209786.1917863;-38.13080360867914
1739209786.1917915;-45.120503652039325
1739209786.1917968;-38.13080360867914
1739209786.1918018;-38.13080360867914
1739209786.191807;-38.13080360867914
1739209786.1918123;-35.57807855764607
1739209786.1918175;-45.120503652039325
1739209786.1918228;-38.13080360867914
1739209786.1918278;-38.13080360867914
1739209786.191833;-38.13080360867914
1739209786.1918383;-33.981070128970906
1739209786.1918435;-38.13080360867914
1739209786.1918485;-38.13080360867914
1739209786.1918538;-45.120503652039325
1739209786.191859;-38.13080360867914
1739209786.1918643;-38.13080360867914
1739209786.1918693;-45.120503652039325
1739209786.1918745;-45.120503652039325
1739209786.1918797;-38.13080360867914
1739209786.191885;-32.816014438256545
1739209786.1918902;-38.13080360867914
1739209786.1918952;-45.120503652039325
1739209786.1919005;-38.13080360867914
1739209786.1919057;-35.57807855764607
1739209786.191911;-38.13080360867914
1739209786.191916;-45.120503652039325
1739209786.1919212;-45.120503652039325
1739209786.1919265;-35.57807855764607
1739209786.1919317;-38.13080360867914
1739209786.191937;-45.120503652039325
1739209786.191942;-45.120503652039325
1739209786.1919472;-38.13080360867914
1739209786.1919525;-38.13080360867914
1739209786.1919577;-45.120503652039325
1739209786.1919627;-31.141103565318915
1739209786.191968;-31.141103565318915
1739209786.1919732;-38.13080360867914
1739209786.1919785;-38.13080360867914
1739209786.1919835;-38.13080360867914
1739209786.1919887;-38.13080360867914
1739209786.191994;-45.120503652039325
1739209786.1919992;-38.13080360867914
1739209786.1920044;-38.13080360867914
1739209786.1920094;-33.981070128970956
1739209786.1920147;-38.13080360867914
1739209786.19202;-35.57807855764607
1739209786.1920252;-38.13080360867914
1739209786.1920302;-45.120503652039325
1739209786.1920354;-35.57807855764607
1739209786.1920407;-45.120503652039325
1739209786.192046;-35.57807855764607
1739209786.1920512;-30.49652367304973
1739209786.1920562;-38.13080360867914
1739209786.1920614;-33.981070128970906
1739209786.1920667;-38.13080360867914
1739209786.192072;-45.120503652039325
1739209786.192077;-45.120503652039325
1739209786.1920822;-38.13080360867914
1739209786.1920874;-45.120503652039325
1739209786.1920927;-38.13080360867914
1739209786.1920977;-38.13080360867914
1739209786.192103;-35.57807855764607
1739209786.1921082;-35.57807855764607
1739209786.1921134;-38.13080360867914
1739209786.1921186;-45.120503652039325
1739209786.1921237;-38.13080360867914
1739209786.192129;-38.13080360867914
1739209786.1921341;-31.141103565318943
1739209786.1921394;-38.13080360867914
1739209786.1921444;-38.13080360867914
1739209786.1921496;-45.120503652039325
1739209786.192155;-45.120503652039325
1739209786.1921601;-38.13080360867914
1739209786.1921651;-38.13080360867914
1739209786.1921704;-38.13080360867914
1739209786.1921756;-25.826314394896354
1739209786.1921809;-35.57807855764607
1739209786.192186;-45.120503652039325
1739209786.1921911;-38.13080360867914
1739209786.1921964;-38.13080360867914
1739209786.1922016;-45.120503652039325
1739209786.1922069;-45.120503652039325
1739209786.1922119;-45.120503652039325
1739209786.192217;-33.981070128970956
1739209786.1922224;-45.120503652039325
1739209786.1922276;-45.120503652039325
1739209786.1922328;-45.120503652039325
1739209786.1922379;-45.120503652039325
1739209786.192243;-38.13080360867914
1739209786.1922483;-45.120503652039325
1739209786.1922536;-38.13080360867914
1739209786.1922586;-30.49652367304973
1739209786.1922638;-38.13080360867914
1739209786.192269;-45.120503652039325
1739209786.1922743;-45.120503652039325
1739209786.1922793;-45.120503652039325
1739209786.1922846;-38.13080360867914
1739209786.1922898;-35.57807855764607
1739209786.192295;-38.13080360867914
1739209786.1923003;-45.120503652039325
1739209786.1923053;-45.120503652039325
1739209786.1923106;-45.120503652039325
1739209786.1923158;-45.120503652039325
1739209786.192321;-31.141103565318893
1739209786.192326;-45.120503652039325
1739209786.1923313;-45.120503652039325
1739209786.1923366;-38.13080360867914
1739209786.1923418;-45.120503652039325
1739209786.192347;-38.13080360867914
1739209786.192352;-32.816014438256545
1739209786.1923573;-38.13080360867914
1739209786.1923625;-45.120503652039325
1739209786.1923678;-38.13080360867914
1739209786.1923728;-45.120503652039325
1739209786.192378;-45.120503652039325
1739209786.1923833;-35.57807855764607
1739209786.1923885;-35.57807855764607
1739209786.1923935;-45.120503652039325
1739209786.1923988;-38.13080360867914
1739209786.192404;-32.816014438256545
1739209786.1924093;-38.13080360867914
1739209786.1924145;-35.57807855764607
1739209786.1924195;-35.57807855764607
1739209786.1924248;-45.120503652039325
1739209786.19243;-38.13080360867914
1739209786.1924353;-38.13080360867914
1739209786.1924403;-45.120503652039325
1739209786.1924455;-45.120503652039325
1739209786.1924508;-38.13080360867914
1739209786.192456;-33.981070128970906
1739209786.1924613;-38.13080360867914
1739209786.1924663;-38.13080360867914
1739209786.1924715;-38.13080360867914
1739209786.1924767;-38.13080360867914
1739209786.192482;-38.13080360867914
1739209786.192487;-45.120503652039325
1739209786.1924922;-45.120503652039325
1739209786.1924975;-35.57807855764607
1739209786.1925027;-45.120503652039325
1739209786.1925077;-45.120503652039325
1739209786.192513;-38.13080360867914
1739209786.1925182;-35.57807855764607
1739209786.1925235;-38.13080360867914
1739209786.1925287;-38.13080360867914
1739209786.1925337;-33.981070128970906
1739209786.192539;-38.13080360867914
1739209786.1925442;-38.13080360867914
1739209786.1925495;-45.120503652039325
1739209786.1925545;-33.981070128970906
1739209786.1925597;-45.120503652039325
1739209786.192565;-45.120503652039325
1739209786.1925702;-45.120503652039325
1739209786.1925755;-45.120503652039325
1739209786.1925805;-32.816014438256545
1739209786.1925857;-38.13080360867914
1739209786.192591;-45.120503652039325
1739209786.1925962;-33.981070128970906
1739209786.1926012;-38.13080360867914
1739209786.1926064;-45.120503652039325
1739209786.1926117;-38.13080360867914
